jaar_week;datum_maandag;gemeente;domein_code;regeling_code;zaaktype;ingediend_aantal;ingediend_cumul;beschikt_aantal;beschikt_cumul;toegekend_aantal;toegekend_cumul;afgewezen_aantal;afgewezen_cumul;anders_afgehandeld_aantal;anders_afgehandeld_cumul;afgerond_aantal;afgerond_cumul;besch_totaal_eur;besch_totaal_cumul_eur;besch_schade_eur;besch_schade_cumul_eur;bet_schade_eur;bet_schade_cumul_eur;bet_totaal_eur;bet_totaal_cumul_eur;aos_gegrond_aantal;aos_gegrond_cumul;laad_dt
2022_51;2022-12-19;Groningen;FYSIEK;FS;S;130;54058;55;39381;41;36104;14;3277;14;8932;69;48313;340600120,3;93745077649;303656855,5;86258678717;306976341,1;86183588218;346212400,8;93990924300;;;2025-04-18T09:23:33
2022_51;2022-12-19;Groningen;FYSIEK;VES;SV;106;14013;74;10302;42;9709;32;593;11;2074;85;12376;49630000;2950790000;49630000;2950790000;49630000;2950790000;49630000;2950790000;;;2025-04-18T09:23:33
2022_51;2022-12-19;Groningen;WDL;WD;W;21;26538;10;26209;0;0;10;26209;0;249;10;26458;2256019,592;5079988615;2066249,452;4820720161;2066249,48;2814573708;2256019,62;3266580158;;;2025-04-18T09:23:33
2022_51;2022-12-19;Het Hogeland;FYSIEK;FS;S;65;15978;14;12022;13;11288;1;734;2;1448;16;13470;170134226;36005976500;152397744,7;33198365452;157686525,5;33113667952;177419415,4;36268112608;;;2025-04-18T09:23:33
2022_51;2022-12-19;Het Hogeland;FYSIEK;VES;SV;8;989;8;804;2;715;6;89;0;98;8;902;2330000;179560000;2330000;179560000;2330000;179560000;2330000;179560000;;;2025-04-18T09:23:33
2022_51;2022-12-19;Het Hogeland;WDL;WD;W;15;21728;21;21361;0;0;21;21361;0;234;21;21595;5128685,892;6220011781;4698033,132;5918273895;4534449,4;4250297913;4944436,69;4799832906;;;2025-04-18T09:23:33
2022_51;2022-12-19;Midden-Groningen;FYSIEK;FS;S;54;17996;19;14265;16;13216;3;1049;2;1656;21;15921;119005431,2;34844900325;105817294,8;31921432237;105898483,7;31493203016;121040533;34730075175;;;2025-04-18T09:23:33
2022_51;2022-12-19;Midden-Groningen;FYSIEK;VES;SV;14;1425;22;1145;4;1003;18;142;0;149;22;1294;3440000;251385000;3440000;251385000;3440000;251385000;3440000;251385000;;;2025-04-18T09:23:33
2022_51;2022-12-19;Midden-Groningen;WDL;WD;W;24;25878;36;25494;0;0;36;25494;0;202;36;25696;4525963,438;5789450622;4134286,368;5495446663;4162901,56;5648779026;4555042,45;5952605072;;;2025-04-18T09:23:33
2022_51;2022-12-19;Noardeast-Fryslân;FYSIEK;FS;S;0;321;1;200;0;123;1;77;1;83;2;283;527642,22;216031879,2;430722,95;197500451,3;469049,98;199796589,3;585063,78;219594882,5;;;2025-04-18T09:23:33
2022_51;2022-12-19;Noardeast-Fryslân;FYSIEK;VES;SV;2;429;6;398;6;370;0;28;0;20;6;418;405000;46140000;405000;46140000;405000;46140000;405000;46140000;;;2025-04-18T09:23:33
2022_51;2022-12-19;Noordenveld;FYSIEK;FS;S;9;5098;4;3451;4;2940;0;511;3;1233;7;4684;6476633,5;5790894716;5373330,33;5361352614;5663777,62;5403689122;6940807,49;5899477333;;;2025-04-18T09:23:33
2022_51;2022-12-19;Noordenveld;FYSIEK;VES;SV;50;4444;49;3946;37;3666;12;280;3;301;52;4247;5795000;524320000;5795000;524320000;5795000;524575000;5795000;524575000;;;2025-04-18T09:23:33
2022_51;2022-12-19;Oldambt;FYSIEK;FS;S;6;11946;8;9623;5;8317;3;1306;3;1575;11;11198;11566864,93;16729644393;9697358,91;15525942066;10093487,44;15684647384;12242510,25;16921255108;;;2025-04-18T09:23:33
2022_51;2022-12-19;Oldambt;FYSIEK;VES;SV;7;2283;13;1948;9;1828;4;120;0;257;13;2205;2150000;350110000;2150000;350110000;2150000;350110000;2150000;350110000;;;2025-04-18T09:23:33
2022_51;2022-12-19;Oldambt;WDL;WD;W;0;956;3;947;0;0;3;947;0;5;3;952;176443,2494;154796810,4;158475,9994;146534124,2;158475,98;148270465,1;176443,23;156639325,9;;;2025-04-18T09:23:33
2022_51;2022-12-19;Ooststellingwerf;FYSIEK;FS;S;0;173;0;152;0;10;0;142;0;8;0;160;;13008740,84;;11789530,15;0;11789530,15;7000;41866715,84;;;2025-04-18T09:23:33
2022_51;2022-12-19;Ooststellingwerf;FYSIEK;VES;SV;0;8;1;6;0;0;1;6;0;1;1;7;;0;;0;;0;;0;;;2025-04-18T09:23:33
2022_51;2022-12-19;Overig;IMS;IMS;BZ;110;4100;56;1149;0;0;56;1149;1;154;57;1303;20364498;395138651;20330688;394132068;20330688;396121444;20364498;396892151;;;2025-04-18T09:23:33
2022_51;2022-12-19;Overig;WDL;WD;BZ;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;2025-04-18T09:23:33
2022_51;2022-12-19;Overig;FYSIEK;VES;BZ;9;445;1;4;0;0;1;4;1;272;2;276;212100;3668600;210000;3665000;210000;3665000;212100;3668600;;;2025-04-18T09:23:33
2022_51;2022-12-19;Overig;FYSIEK;FS;BZ;47;7264;23;3701;0;2;23;3699;3;695;26;4396;24994129,67;3465529006;20527405,36;2833559766;16192696,1;2569058362;20684585,97;3201889512;;;2025-04-18T09:23:33
2022_51;2022-12-19;Overig;;;BZ;0;65;0;30;0;0;0;30;0;12;0;42;;7408870,35;;4480157,04;;4261988,04;;7408870,35;;;2025-04-18T09:23:33
2022_51;2022-12-19;Overig;WDL;WD;BZ;5;10469;16;6024;0;0;16;6024;0;457;16;6481;;0;;0;;0;;0;;;2025-04-18T09:23:33
2022_51;2022-12-19;Overig;IMS;IMS;IMS;857;51847;1363;40849;532;23965;831;16884;12;623;1375;41472;88345000;3343832000;88345000;3343832000;88380000;3341955000;88380000;3346727000;;;2025-04-18T09:23:33
2022_51;2022-12-19;Overig;FYSIEK;FS;S;0;1010;0;720;0;379;0;341;0;198;0;918;2028373,69;1658780236;1840860,7;1534228565;2310171,85;1477543842;2617288,45;1620548619;;;2025-04-18T09:23:33
2022_51;2022-12-19;Overig;FYSIEK;VES;SV;1;318;3;301;1;273;2;28;0;10;3;311;160000;35860000;160000;35860000;160000;35860000;160000;35860000;;;2025-04-18T09:23:33
2022_51;2022-12-19;Overig;WDL;WD;W;135;13314;49;12296;0;0;49;12296;5;447;54;12743;3730309,894;3055817606;3417975,244;2894329529;3477622,96;2673571578;3816851,96;2859911174;;;2025-04-18T09:23:33
2022_51;2022-12-19;Pekela;FYSIEK;FS;S;6;2854;2;2022;0;1206;2;816;2;539;4;2561;1306692,949;2278325156;998008,3885;2091732192;976994,37;2114732449;1420531,34;2529994743;;;2025-04-18T09:23:33
2022_51;2022-12-19;Pekela;FYSIEK;VES;SV;5;792;9;666;4;617;5;49;0;66;9;732;1720000;142795000;1720000;142795000;1720000;142795000;1720000;142795000;;;2025-04-18T09:23:33
2022_51;2022-12-19;Stadskanaal;FYSIEK;FS;S;1;316;4;285;0;20;4;265;0;14;4;299;;30006941,59;;28283212,72;0;30987327,72;9800;56601351,59;;;2025-04-18T09:23:33
2022_51;2022-12-19;Stadskanaal;FYSIEK;VES;SV;2;6;0;4;0;2;0;2;0;0;0;4;25000;415000;25000;415000;25000;415000;25000;415000;;;2025-04-18T09:23:33
2022_51;2022-12-19;Tynaarlo;FYSIEK;FS;S;12;6106;6;4296;4;3885;2;411;4;1451;10;5747;7105418,237;8210765413;5936130,257;7675300598;6164976,51;7695567994;7448078,75;8248319292;;;2025-04-18T09:23:33
2022_51;2022-12-19;Tynaarlo;FYSIEK;VES;SV;32;4663;40;4195;33;3884;7;311;1;287;41;4482;5320000;572210000;5320000;572210000;5320000;572210000;5320000;572210000;;;2025-04-18T09:23:33
2022_51;2022-12-19;Veendam;FYSIEK;FS;S;11;9140;10;7347;8;6462;2;885;2;1306;12;8653;8160321,509;12024900268;6860166,859;11165696136;7123694,26;11188215740;8666515,74;12091717336;;;2025-04-18T09:23:33
2022_51;2022-12-19;Veendam;FYSIEK;VES;SV;14;2018;16;1678;13;1535;3;143;1;268;17;1946;1810000;283780000;1810000;283780000;1810000;283780000;1810000;283780000;;;2025-04-18T09:23:33
2022_51;2022-12-19;Veendam;WDL;WD;W;3;3;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;2025-04-18T09:23:33
2022_51;2022-12-19;Westerkwartier;FYSIEK;FS;S;19;10679;18;7602;11;6306;7;1296;1;2183;19;9785;23508551,69;14020884159;20396231,22;13017280895;22156298,3;13181490076;25719890,43;14252778328;;;2025-04-18T09:23:33
2022_51;2022-12-19;Westerkwartier;FYSIEK;VES;SV;40;7266;51;6470;40;6008;11;462;1;526;52;6996;6985000;964775000;6985000;964775000;6985000;964775000;6985000;964775000;;;2025-04-18T09:23:33
2022_51;2022-12-19;Westerkwartier;WDL;WD;W;0;1049;0;1039;0;0;0;1039;0;4;0;1043;180893,6939;213260117,3;166350,8439;202011534,9;166350,8;204629118,7;180893,65;216021119,1;;;2025-04-18T09:23:33
2022_51;2022-12-19;Westerwolde;FYSIEK;FS;S;1;960;3;891;0;125;3;766;0;18;3;909;283473,33;297335107,7;234431,54;277058032,6;234431,54;283872731,5;326523,05;474494893,9;;;2025-04-18T09:23:33
2022_51;2022-12-19;Westerwolde;FYSIEK;VES;SV;0;6;1;6;0;0;1;6;0;0;1;6;;0;;0;;0;;0;;;2025-04-18T09:23:33
2022_52;2022-12-26;Aa en Hunze;FYSIEK;FS;S;1;1344;0;935;0;606;0;329;0;290;0;1225;1128923,48;1353325847;935266,65;1235856362;991081,29;1239889474;1196664,16;1360218791;;;2025-04-18T09:23:33
2022_52;2022-12-26;Aa en Hunze;FYSIEK;VES;SV;11;1130;0;1018;0;917;0;101;0;56;0;1074;1465000;124700000;1465000;124700000;1465000;124700000;1465000;124700000;;;2025-04-18T09:23:33
2022_52;2022-12-26;Assen;FYSIEK;FS;S;1;404;0;350;0;32;0;318;0;15;0;365;14030,03;90981424,4;14030,03;84314884,84;14030,03;85869092,84;23998,03;119812647,4;;;2025-04-18T09:23:33
2022_52;2022-12-26;Assen;FYSIEK;VES;SV;1;48;0;43;0;30;0;13;0;4;0;47;10000;4235000;10000;4235000;10000;4235000;10000;4235000;;;2025-04-18T09:23:33
2022_52;2022-12-26;Eemsdelta;FYSIEK;FS;S;32;17875;2;13056;0;12050;2;1006;11;2314;13;15370;147619019,2;40839082748;131744213,9;37331908396;134031124,1;37425860459;152447887,8;41428393161;;;2025-04-18T09:23:33
2022_52;2022-12-26;Eemsdelta;FYSIEK;VES;SV;6;609;0;441;0;367;0;74;0;95;0;536;1925000;106965000;1925000;106965000;1925000;106965000;1925000;106965000;;;2025-04-18T09:23:33
2022_52;2022-12-26;Eemsdelta;WDL;WD;W;34;20408;0;20034;0;0;0;20034;0;247;0;20281;3134247,774;8297012188;2904216,164;7910097981;2900702,8;5691496068;3131026,4;6032229129;;;2025-04-18T09:23:33
2022_52;2022-12-26;Groningen;FYSIEK;FS;S;123;54181;0;39381;0;36104;0;3277;6;8938;6;48319;345109325,3;94090186974;307591464,1;86566270181;310923682,3;86494511900;350751654,4;94341675954;;;2025-04-18T09:23:33
2022_52;2022-12-26;Groningen;FYSIEK;VES;SV;99;14112;0;10302;0;9709;0;593;5;2079;5;12381;51835000;3002625000;51835000;3002625000;51835000;3002625000;51835000;3002625000;;;2025-04-18T09:23:33
2022_52;2022-12-26;Groningen;WDL;WD;W;45;26583;0;26209;0;0;0;26209;0;249;0;26458;2613920,198;5082602535;2400303,858;4823120465;2454937,23;2817028645;2674701,97;3269254860;;;2025-04-18T09:23:33
2022_52;2022-12-26;Het Hogeland;FYSIEK;FS;S;84;16062;0;12022;0;11288;0;734;5;1453;5;13475;173803354,5;36179779855;155398222,7;33353763675;160687003,6;33274354955;181101123,9;36449213732;;;2025-04-18T09:23:33
2022_52;2022-12-26;Het Hogeland;FYSIEK;VES;SV;9;998;0;804;0;715;0;89;0;98;0;902;2470000;182030000;2470000;182030000;2470000;182030000;2470000;182030000;;;2025-04-18T09:23:33
2022_52;2022-12-26;Het Hogeland;WDL;WD;W;22;21750;0;21361;0;0;0;21361;0;234;0;21595;5081191,924;6225092973;4653968,024;5922927863;4490384,3;4254788298;4896942,73;4804729849;;;2025-04-18T09:23:33
2022_52;2022-12-26;Midden-Groningen;FYSIEK;FS;S;74;18070;0;14265;0;13216;0;1049;1;1657;1;15922;123626806,7;34968527131;109936863,9;32031369101;110018052,7;31603221069;125664386,4;34855739562;;;2025-04-18T09:23:33
2022_52;2022-12-26;Midden-Groningen;FYSIEK;VES;SV;9;1434;0;1145;0;1003;0;142;0;149;0;1294;3630000;255015000;3630000;255015000;3630000;255015000;3630000;255015000;;;2025-04-18T09:23:33
2022_52;2022-12-26;Midden-Groningen;WDL;WD;W;53;25931;0;25494;0;0;0;25494;0;202;0;25696;5162455,892;5794613078;4711422,352;5500158085;4740037,55;5653519064;5191534,91;5957796607;;;2025-04-18T09:23:33
2022_52;2022-12-26;Noardeast-Fryslân;FYSIEK;FS;S;0;321;0;200;0;123;0;77;0;83;0;283;527642,22;216559521,5;430722,95;197931174,2;469049,98;200265639,3;585063,78;220179946,3;;;2025-04-18T09:23:33
2022_52;2022-12-26;Noardeast-Fryslân;FYSIEK;VES;SV;1;430;0;398;0;370;0;28;0;20;0;418;345000;46485000;345000;46485000;345000;46485000;345000;46485000;;;2025-04-18T09:23:33
2022_52;2022-12-26;Noordenveld;FYSIEK;FS;S;11;5109;0;3451;0;2940;0;511;1;1234;1;4685;6627516,86;5797522232;5513506,83;5366866121;5803954,12;5409493076;7091690,85;5906569024;;;2025-04-18T09:23:33
2022_52;2022-12-26;Noordenveld;FYSIEK;VES;SV;38;4482;0;3946;0;3666;0;280;1;302;1;4248;6420000;530740000;6420000;530740000;6420000;530995000;6420000;530995000;;;2025-04-18T09:23:33
2022_52;2022-12-26;Oldambt;FYSIEK;FS;S;17;11963;0;9623;0;8317;0;1306;1;1576;1;11199;11638306,22;16741282700;9744916,13;15535686982;10141044,66;15694788429;12313951,54;16933569060;;;2025-04-18T09:23:33
2022_52;2022-12-26;Oldambt;FYSIEK;VES;SV;4;2287;0;1948;0;1828;0;120;1;258;1;2206;2115000;352225000;2115000;352225000;2115000;352225000;2115000;352225000;;;2025-04-18T09:23:33
2022_52;2022-12-26;Oldambt;WDL;WD;W;0;956;0;947;0;0;0;947;0;5;0;952;147029,5595;154943840;131788,2495;146665912,4;131788,23;148402253,4;147029,54;156786355,5;;;2025-04-18T09:23:33
2022_52;2022-12-26;Ooststellingwerf;FYSIEK;FS;S;0;173;0;152;0;10;0;142;0;8;0;160;;13008740,84;;11789530,15;0;11789530,15;7000;41873715,84;;;2025-04-18T09:23:33
2022_52;2022-12-26;Ooststellingwerf;FYSIEK;VES;SV;0;8;0;6;0;0;0;6;0;1;0;7;;0;;0;;0;;0;;;2025-04-18T09:23:33
2022_52;2022-12-26;Overig;IMS;IMS;BZ;58;4158;33;1182;0;0;33;1182;1;155;34;1337;20643080;415781731;20605688;414737756;20605688;416727132;20643080;417535231;;;2025-04-18T09:23:33
2022_52;2022-12-26;Overig;WDL;WD;BZ;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;2025-04-18T09:23:33
2022_52;2022-12-26;Overig;FYSIEK;VES;BZ;7;452;0;4;0;0;0;4;4;276;4;280;257100;3925700;255000;3920000;255000;3920000;257100;3925700;;;2025-04-18T09:23:33
2022_52;2022-12-26;Overig;FYSIEK;FS;BZ;23;7287;1;3702;0;2;1;3700;2;697;3;4399;24817584,12;3490346590;20378797,39;2853938563;16041870,25;2585100232;20508040,42;3222397552;;;2025-04-18T09:23:33
2022_52;2022-12-26;Overig;;;BZ;0;65;0;30;0;0;0;30;0;12;0;42;;7408870,35;;4480157,04;;4261988,04;;7408870,35;;;2025-04-18T09:23:33
2022_52;2022-12-26;Overig;WDL;WD;BZ;4;10473;0;6024;0;0;0;6024;0;457;0;6481;;0;;0;;0;;0;;;2025-04-18T09:23:33
2022_52;2022-12-26;Overig;IMS;IMS;IMS;875;52722;742;41591;0;23965;742;17626;2;625;744;42216;90849500;3434681500;90849500;3434681500;90884500;3432839500;90884500;3437611500;;;2025-04-18T09:23:33
2022_52;2022-12-26;Overig;FYSIEK;FS;S;1;1011;0;720;0;379;0;341;1;199;1;919;2028373,69;1660808610;1840860,7;1536069426;2310171,85;1479854014;2617288,45;1623165907;;;2025-04-18T09:23:33
2022_52;2022-12-26;Overig;FYSIEK;VES;SV;1;319;0;301;0;273;0;28;0;10;0;311;140000;36000000;140000;36000000;140000;36000000;140000;36000000;;;2025-04-18T09:23:33
2022_52;2022-12-26;Overig;WDL;WD;W;339;13653;0;12296;0;0;0;12296;8;455;8;12751;6555237,942;3062372844;6012490,992;2900342020;6201963,95;2679773542;6789342,34;2866700516;;;2025-04-18T09:23:33
2022_52;2022-12-26;Pekela;FYSIEK;FS;S;3;2857;0;2022;0;1206;0;816;0;539;0;2561;1333954,599;2279659111;1020280,539;2092752473;999266,52;2115731715;1447792,99;2531442536;;;2025-04-18T09:23:33
2022_52;2022-12-26;Pekela;FYSIEK;VES;SV;4;796;0;666;0;617;0;49;2;68;2;734;1680000;144475000;1680000;144475000;1680000;144475000;1680000;144475000;;;2025-04-18T09:23:33
2022_52;2022-12-26;Stadskanaal;FYSIEK;FS;S;0;316;0;285;0;20;0;265;0;14;0;299;;30006941,59;;28283212,72;0;30987327,72;9800;56611151,59;;;2025-04-18T09:23:33
2022_52;2022-12-26;Stadskanaal;FYSIEK;VES;SV;0;6;0;4;0;2;0;2;0;0;0;4;35000;450000;35000;450000;35000;450000;35000;450000;;;2025-04-18T09:23:33
2022_52;2022-12-26;Tynaarlo;FYSIEK;FS;S;8;6114;0;4296;0;3885;0;411;2;1453;2;5749;7233475,347;8217998889;6041715,687;7681342314;6270561,94;7701838556;7576135,86;8255895428;;;2025-04-18T09:23:33
2022_52;2022-12-26;Tynaarlo;FYSIEK;VES;SV;48;4711;0;4195;0;3884;0;311;1;288;1;4483;5930000;578140000;5930000;578140000;5930000;578140000;5930000;578140000;;;2025-04-18T09:23:33
2022_52;2022-12-26;Veendam;FYSIEK;FS;S;6;9146;0;7347;0;6462;0;885;2;1308;2;8655;8044143,999;12032944412;6763861,219;11172459997;7027388,62;11195243128;8550338,23;12100267674;;;2025-04-18T09:23:33
2022_52;2022-12-26;Veendam;FYSIEK;VES;SV;12;2030;0;1678;0;1535;0;143;1;269;1;1947;1970000;285750000;1970000;285750000;1970000;285750000;1970000;285750000;;;2025-04-18T09:23:33
2022_52;2022-12-26;Veendam;WDL;WD;W;8;11;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;2025-04-18T09:23:33
2022_52;2022-12-26;Westerkwartier;FYSIEK;FS;S;32;10711;0;7602;0;6306;0;1296;3;2186;3;9788;23946000,83;14044830160;20777509,53;13038058404;22537576,61;13204027653;26157339,57;14278935668;;;2025-04-18T09:23:33
2022_52;2022-12-26;Westerkwartier;FYSIEK;VES;SV;74;7340;0;6470;0;6008;0;462;1;527;1;6997;8205000;972980000;8205000;972980000;8205000;972980000;8205000;972980000;;;2025-04-18T09:23:33
2022_52;2022-12-26;Westerkwartier;WDL;WD;W;3;1052;0;1039;0;0;0;1039;0;4;0;1043;190907,6455;213451024,9;175582,4555;202187117,3;175582,42;204804701,1;190907,61;216212026,7;;;2025-04-18T09:23:33
2022_52;2022-12-26;Westerwolde;FYSIEK;FS;S;1;961;0;891;0;125;0;766;0;18;0;909;283473,33;297618581;234431,54;277292464,1;234431,54;284107163;326523,05;474821417;;;2025-04-18T09:23:33
2023_01;2023-01-02;Aa en Hunze;FYSIEK;FS;S;3;1347;2;937;0;606;2;331;0;290;2;1227;1207705,66;1354533553;1004344,64;1236860706;1060159,28;1240949633;1275446,34;1361494237;;;2025-04-18T09:23:33
2023_01;2023-01-02;Aa en Hunze;FYSIEK;VES;SV;15;1145;27;1045;24;941;3;104;1;57;28;1102;1515000;126215000;1515000;126215000;1515000;126215000;1515000;126215000;;;2025-04-18T09:23:33
2023_01;2023-01-02;Assen;FYSIEK;FS;S;0;404;1;351;0;32;1;319;0;15;1;366;14030,03;90995454,43;14030,03;84328914,87;14030,03;85883122,87;23998,03;119836645,4;;;2025-04-18T09:23:33
2023_01;2023-01-02;Assen;FYSIEK;VES;SV;1;49;2;45;1;31;1;14;0;4;2;49;25000;4260000;25000;4260000;25000;4260000;25000;4260000;;;2025-04-18T09:23:33
2023_01;2023-01-02;Eemsdelta;FYSIEK;FS;S;42;17917;53;13109;52;12102;1;1007;3;2317;56;15426;147533903,2;40986616651;131619814,5;37463528211;133906724,7;37559767183;152362771,8;41580755932;;;2025-04-18T09:23:33
2023_01;2023-01-02;Eemsdelta;FYSIEK;VES;SV;15;624;15;456;12;379;3;77;0;95;15;551;1900000;108865000;1900000;108865000;1900000;108865000;1900000;108865000;;;2025-04-18T09:23:33
2023_01;2023-01-02;Eemsdelta;WDL;WD;W;91;20499;27;20061;0;0;27;20061;1;248;28;20309;3245226,919;8300257415;3018057,259;7913116038;3009859,32;5694505928;3237710,29;6035466839;;;2025-04-18T09:23:33
2023_01;2023-01-02;Groningen;FYSIEK;FS;S;129;54310;179;39560;150;36254;29;3306;48;8986;227;48546;347604498,7;94437791473;309744454,2;86876014635;313079900,5;86807591801;353223203,1;94694899158;;;2025-04-18T09:23:33
2023_01;2023-01-02;Groningen;FYSIEK;VES;SV;109;14221;377;10679;353;10062;24;617;6;2085;383;12764;48690000;3051315000;48690000;3051315000;48690000;3051315000;48690000;3051315000;;;2025-04-18T09:23:33
2023_01;2023-01-02;Groningen;WDL;WD;W;72;26655;30;26239;0;0;30;26239;0;249;30;26488;2555507,804;5085158043;2347970,504;4825468436;2424457,12;2819453102;2640602,18;3271895462;;;2025-04-18T09:23:33
2023_01;2023-01-02;Het Hogeland;FYSIEK;FS;S;30;16092;52;12074;45;11333;7;741;3;1456;55;13530;175041804,9;36354821660;156467600,3;33510231275;161730774,2;33436085729;182317223,3;36631530955;;;2025-04-18T09:23:33
2023_01;2023-01-02;Het Hogeland;FYSIEK;VES;SV;5;1003;24;828;17;732;7;96;0;98;24;926;2345000;184375000;2345000;184375000;2345000;184375000;2345000;184375000;;;2025-04-18T09:23:33
2023_01;2023-01-02;Het Hogeland;WDL;WD;W;18;21768;53;21414;0;0;53;21414;0;234;53;21648;3949664,356;6229042638;3600372,446;5926528236;3471842,38;4258260140;3807247,62;4808537096;;;2025-04-18T09:23:33
2023_01;2023-01-02;Midden-Groningen;FYSIEK;FS;S;60;18130;71;14336;61;13277;10;1059;15;1672;86;16008;126506911,1;35095034042;112573532,1;32143942633;112654720,8;31715875789;128544903,8;34984284465;;;2025-04-18T09:23:33
2023_01;2023-01-02;Midden-Groningen;FYSIEK;VES;SV;10;1444;34;1179;29;1032;5;147;2;151;36;1330;3355000;258370000;3355000;258370000;3355000;258370000;3355000;258370000;;;2025-04-18T09:23:33
2023_01;2023-01-02;Midden-Groningen;WDL;WD;W;76;26007;85;25579;0;0;85;25579;1;203;86;25782;4726539,026;5799339617;4314414,476;5504472500;4343029,39;5657862093;4755551,16;5962552158;;;2025-04-18T09:23:33
2023_01;2023-01-02;Noardeast-Fryslân;FYSIEK;FS;S;2;323;4;204;3;126;1;78;1;84;5;288;510226,71;217069748,2;420837,61;198352011,8;459164,64;200724803,9;567648,27;220747594,6;;;2025-04-18T09:23:33
2023_01;2023-01-02;Noardeast-Fryslân;FYSIEK;VES;SV;3;433;7;405;7;377;0;28;2;22;9;427;235000;46720000;235000;46720000;235000;46720000;235000;46720000;;;2025-04-18T09:23:33
2023_01;2023-01-02;Noordenveld;FYSIEK;FS;S;7;5116;12;3463;6;2946;6;517;4;1238;16;4701;6402115,55;5803924348;5302251,41;5372168372;5592698,7;5415085775;6866289,54;5913435314;;;2025-04-18T09:23:33
2023_01;2023-01-02;Noordenveld;FYSIEK;VES;SV;27;4509;98;4044;86;3752;12;292;0;302;98;4346;5670000;536410000;5670000;536410000;5670000;536665000;5670000;536665000;;;2025-04-18T09:23:33
2023_01;2023-01-02;Oldambt;FYSIEK;FS;S;16;11979;18;9641;12;8329;6;1312;7;1583;25;11224;11948096,44;16753230796;10017076,58;15545704058;10413205,11;15705201634;12617200,09;16946186260;;;2025-04-18T09:23:33
2023_01;2023-01-02;Oldambt;FYSIEK;VES;SV;14;2301;31;1979;26;1854;5;125;2;260;33;2239;1865000;354090000;1865000;354090000;1865000;354090000;1865000;354090000;;;2025-04-18T09:23:33
2023_01;2023-01-02;Oldambt;WDL;WD;W;0;956;2;949;0;0;2;949;0;5;2;954;122678,6866;155066518,7;109296,6866;146775209,1;109296,66;148511550;122678,66;156909034,1;;;2025-04-18T09:23:33
2023_01;2023-01-02;Ooststellingwerf;FYSIEK;FS;S;1;174;1;153;0;10;1;143;0;8;1;161;;13008740,84;;11789530,15;0;11789530,15;7000;41880715,84;;;2025-04-18T09:23:33
2023_01;2023-01-02;Ooststellingwerf;FYSIEK;VES;SV;0;8;1;7;0;0;1;7;0;1;1;8;;0;;0;;0;;0;;;2025-04-18T09:23:33
2023_01;2023-01-02;Overig;IMS;IMS;BZ;152;4310;70;1252;0;0;70;1252;4;159;74;1411;21057259;436838990;21015688;435753444;21015688;437742820;21057259;438592490;;;2025-04-18T09:23:33
2023_01;2023-01-02;Overig;WDL;WD;BZ;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;2025-04-18T09:23:33
2023_01;2023-01-02;Overig;FYSIEK;VES;BZ;6;458;0;4;0;0;0;4;2;278;2;282;327100;4252800;325000;4245000;325000;4245000;327100;4252800;;;2025-04-18T09:23:33
2023_01;2023-01-02;Overig;FYSIEK;FS;BZ;32;7319;11;3713;0;2;11;3711;4;701;15;4414;24796000,71;3515142591;20373316,7;2874311880;16036389,56;2601136622;20486457,01;3242884010;;;2025-04-18T09:23:33
2023_01;2023-01-02;Overig;;;BZ;0;65;0;30;0;0;0;30;0;12;0;42;;7408870,35;;4480157,04;;4261988,04;;7408870,35;;;2025-04-18T09:23:33
2023_01;2023-01-02;Overig;WDL;WD;BZ;4;10477;8;6032;0;0;8;6032;0;457;8;6489;;0;;0;;0;;0;;;2025-04-18T09:23:33
2023_01;2023-01-02;Overig;IMS;IMS;IMS;1288;54010;2740;44331;1902;25867;838;18464;21;646;2761;44977;81895500;3516577000;81895500;3516577000;81930500;3514770000;81930500;3519542000;;;2025-04-18T09:23:33
2023_01;2023-01-02;Overig;FYSIEK;FS;S;1;1012;0;720;0;379;0;341;1;200;1;920;2244947,99;1663053558;2029491,3;1538098917;2498802,45;1482352817;2833862,75;1625999770;;;2025-04-18T09:23:33
2023_01;2023-01-02;Overig;FYSIEK;VES;SV;5;324;6;307;3;276;3;31;0;10;6;317;150000;36150000;150000;36150000;150000;36150000;150000;36150000;;;2025-04-18T09:23:33
2023_01;2023-01-02;Overig;WDL;WD;W;2171;15824;179;12475;0;0;179;12475;5;460;184;12935;30707589,91;3093080434;28891764,22;2929233785;29564343,33;2709337885;31506196,37;2898206712;;;2025-04-18T09:23:33
2023_01;2023-01-02;Pekela;FYSIEK;FS;S;4;2861;4;2026;2;1208;2;818;14;553;18;2579;1338866,409;2280997977;1025195,879;2093777669;1004181,86;2116735897;1452704,8;2532895241;;;2025-04-18T09:23:33
2023_01;2023-01-02;Pekela;FYSIEK;VES;SV;5;801;25;691;18;635;7;56;0;68;25;759;1410000;145885000;1410000;145885000;1410000;145885000;1410000;145885000;;;2025-04-18T09:23:33
